Id,OwnerUserId,CreationDate,ParentId,Score,Body
51023,5169,2008-09-09T00:42:31Z,51010,5,"<p>You could transform both into <a href=""http://docs.python.org/lib/datetime-timedelta.html"" rel=""nofollow"">timedelta objects</a> and subtract these from each other, which will take care to of the carry-overs. For example:</p>

<pre><code>&gt;&gt;&gt; import datetime as dt
&gt;&gt;&gt; t1 = dt.time(23, 5, 5, 5)
&gt;&gt;&gt; t2 = dt.time(10, 5, 5, 5)
&gt;&gt;&gt; dt1 = dt.timedelta(hours=t1.hour, minutes=t1.minute, seconds=t1.second, microseconds=t1.microsecond)
&gt;&gt;&gt; dt2 = dt.timedelta(hours=t2.hour, minutes=t2.minute, seconds=t2.second, microseconds=t2.microsecond)
&gt;&gt;&gt;  print(dt1-dt2)
13:00:00
&gt;&gt;&gt; print(dt2-dt1)
-1 day, 11:00:00
&gt;&gt;&gt; print(abs(dt2-dt1))
13:00:00
</code></pre>

<p>Negative timedelta objects in Python get a negative day field, with the other fields positive. You could check beforehand: comparison works on both time objects and timedelta objects:</p>

<pre><code>&gt;&gt;&gt; dt2 &lt; dt1
True
&gt;&gt;&gt; t2 &lt; t1
True
</code></pre>
"
51029,2193,2008-09-09T00:47:48Z,51010,-2,"<p>Firstly, note that a datetime.time is a time of day, independent of a given day, and so the different between any two datetime.time values is going to be less than 24 hours.</p>

<p>One approach is to convert both datetime.time values into comparable values (such as milliseconds), and find the difference.</p>

<pre><code>t1, t2 = datetime.time(...), datetime.time(...)

t1_ms = (t1.hour*60*60 + t1.minute*60 + t1.second)*1000 + t1.microsecond
t2_ms = (t2.hour*60*60 + t2.minute*60 + t2.second)*1000 + t2.microsecond

delta_ms = max([t1_ms, t2_ms]) - min([t1_ms, t2_ms])
</code></pre>

<p>It's a little lame, but it works.</p>
"
51042,1199,2008-09-09T00:53:24Z,51010,16,"<p>Also a little silly, but you could try picking an arbitrary day and embedding each time in it, using <code>datetime.datetime.combine</code>, then subtracting:</p>

<pre><code>&gt;&gt;&gt; import datetime
&gt;&gt;&gt; t1 = datetime.time(2,3,4)
&gt;&gt;&gt; t2 = datetime.time(18,20,59)
&gt;&gt;&gt; dummydate = datetime.date(2000,1,1)
&gt;&gt;&gt; datetime.datetime.combine(dummydate,t2) - datetime.datetime.combine(dummydate,t1)
datetime.timedelta(0, 58675)
</code></pre>
"
51132,NA,2008-09-09T02:25:33Z,28668,2,"<p>If your leaning is to Python, you may be interested in checking out the Python Wrapper for Filemaker.   It provides two way access to the Filemaker data via Filemaker's built-in XML services.   You can find some quite thorough information on this at:</p>

<p><a href=""http://code.google.com/p/pyfilemaker/"" rel=""nofollow"">http://code.google.com/p/pyfilemaker/</a></p>
"
51137,3148,2008-09-09T02:32:46Z,49307,3,"<p>Tested only in octave... (no matlab license). Variations of arrayfun() exist, check the documentation.</p>

<pre><code>#!/usr/bin/octave -qf

function result = dostuff(my_ten, my_one)
  result = my_ten + my_one
endfunction

tens = [ 10 20 30 ];
ones = [ 1 2 3];

x = arrayfun(@dostuff, tens, ones);

x
</code></pre>

<p>Yields...</p>

<pre><code>x =

   11   22   33
</code></pre>
"
51200,5222,2008-09-09T03:56:09Z,42034,0,"<p>In addition to the places where they're syntactically required like the string % operation and for multiple return values, I use tuples as a form of lightweight classes.  For example, suppose you have an object that passes out an opaque cookie to a caller from one method which is then passed into another method.  A tuple is a good way to pack multiple values into that cookie without having to define a separate class to contain them.</p>

<p>I try to be judicious about this particular use, though.  If the cookies are used liberally throughout the code, it's better to create a class because it helps document their use. If they are only used in one place (e.g. one pair of methods) then I might use a tuple. In any case, because it's Python you can start with a tuple and then change it to an instance of a custom class without having to change any code in the caller.</p>
"
51214,5066,2008-09-09T04:14:37Z,51212,4,"<p>If you use the <code>curses</code>  package, you have much greater control of the console. It also comes at a higher cost in code complexity and is probably unnecessary unless you are developing a large console-based app.</p>

<p>For a simple solution, you can always put the spinning wheel at the end of the status messge (the sequence of characters <code>|, \, -, /</code> which actually looks nice under blinking cursor.</p>
"
51218,4659,2008-09-09T04:21:09Z,51212,13,"<p>You might also try:</p>

<pre><code>sys.stdout.write(""\r%2d%%"" % percent)
sys.stdout.flush()
</code></pre>

<p>Using a single carriage return at the beginning of your string rather than several backspaces. Your cursor will still blink, but it'll blink after the percent sign rather than under the first digit, and with one control character instead of three you may get less flicker.</p>
"
51239,4883,2008-09-09T04:48:28Z,51212,16,"<p>There's a text progress bar library for python at  <a href=""http://pypi.python.org/pypi/progressbar/2.2"">http://pypi.python.org/pypi/progressbar/2.2</a> that you might find useful: </p>

<blockquote>
  <p>This library provides a text mode progressbar. This is tipically used to display the progress of a long running operation, providing a visual clue that processing is underway.</p>
  
  <p>The ProgressBar class manages the progress, and the format of the line is given by a number of widgets. A widget is an object that may display diferently depending on the state of the progress. There are three types of widget: - a string, which always shows itself; - a ProgressBarWidget, which may return a diferent value every time it's update method is called; and - a ProgressBarWidgetHFill, which is like ProgressBarWidget, except it expands to fill the remaining width of the line.</p>
  
  <p>The progressbar module is very easy to use, yet very powerful. And automatically supports features like auto-resizing when available.</p>
</blockquote>
"
51240,720,2008-09-09T04:49:38Z,51233,44,"<p>I'll always use <a href=""http://lxml.de/"">lxml</a> for such tasks. You could use <a href=""http://www.crummy.com/software/BeautifulSoup/"">beautifulsoup</a> as well.</p>

<pre><code>import lxml.html
t = lxml.html.parse(url)
print t.find("".//title"").text
</code></pre>
"
51242,5190,2008-09-09T04:51:09Z,51233,5,"<p>This is probably overkill for such a simple task, but if you plan to do more than that, then it's saner to start from these tools (mechanize, BeautifulSoup) because they are much easier to use than the alternatives (urllib to get content and regexen or some other parser to parse html)</p>

<p>Links:
<a href=""http://crummy.com/software/BeautifulSoup"" rel=""nofollow"">BeautifulSoup</a> 
<a href=""http://wwwsearch.sourceforge.net/mechanize/"" rel=""nofollow"">mechanize</a></p>

<pre><code>#!/usr/bin/env python
#coding:utf-8

from BeautifulSoup import BeautifulSoup
from mechanize import Browser

#This retrieves the webpage content
br = Browser()
res = br.open(""https://www.google.com/"")
data = res.get_data() 

#This parses the content
soup = BeautifulSoup(data)
title = soup.find('title')

#This outputs the content :)
print title.renderContents()
</code></pre>
"
51263,3571,2008-09-09T05:45:39Z,51233,10,"<p>The mechanize Browser object has a title() method. So the code from <a href=""http://stackoverflow.com/questions/51233/how-can-i-retrieve-the-page-title-of-a-webpage-using-python#51242"" rel=""nofollow"">this post</a> can be rewritten as:</p>

<pre><code>from mechanize import Browser
br = Browser()
br.open(""http://www.google.com/"")
print br.title()
</code></pre>
"
51414,3355,2008-09-09T08:49:02Z,51412,1,"<p>Some experimentation and I figured this one out:</p>

<p>def methodA(arg, **kwargs):
    methodB(""argvalue"", **kwargs)</p>

<p>Seems obvious now...</p>
"
51415,680,2008-09-09T08:50:34Z,51412,32,"<p>Put the asterisks before the kwargs variable. This makes Python pass the variable (which is assumed to be a dictionary) as keyword arguments.</p>

<pre><code>methodB(""argvalue"", **kwargs)
</code></pre>
"
51505,1709,2008-09-09T10:08:28Z,51502,8,"<p>You could try increasing the indent size, but in general I would just say, relax, it will come with time. I don't think trying to make Python look like C is a very good idea.</p>
"
51511,4702,2008-09-09T10:11:33Z,50568,19,"<p>I'm no Django expert, so this answer is about session stores generally. Downvote if I'm wrong.</p>

<h2>Performance and Scalability</h2>

<p>Choice of session store has an effect on performance and scalability. This should only be a big problem if you have a very popular application.</p>

<p>Both database and filesystem session stores are (usually) backed by disks so you can have a lot of sessions cheaply (because disks are cheap), but requests will often have to wait for the data to be read (because disks are slow). Memcached sessions use RAM, so will cost more to support the same number of concurrent sessions (because RAM is expensive), but may be faster (because RAM is fast).</p>

<p>Filesystem sessions are tied to the box where your application is running, so you can't load balance between multiple application servers if your site gets huge. Database and memcached sessions let you have multiple application servers talking to a shared session store.</p>

<h2>Simplicity</h2>

<p>Choice of session store will also impact how easy it is to deploy your site. Changing away from the default will cost some complexity. Memcached and RDBMSs both have their own complexities, but your application is probably going to be using an RDBMS anyway.</p>

<p>Unless you have a very popular application, simplicity should be the larger concern.</p>

<h2>Bonus</h2>

<p>Another approach is to store <a href=""https://docs.djangoproject.com/en/1.8/topics/http/sessions/#using-cookie-based-sessions"" rel=""nofollow"">session data in cookies</a> (all of it, not just an ID). This has the advantage that the session store automatically scales with the number of users, but it has disadvantages too. You (or your framework) need to be careful to stop users forging session data. You also need to keep each session small because the whole thing will be sent with every request.</p>
"
51512,3785,2008-09-09T10:11:54Z,49824,2,"<p>Apart from what Eli Courtwright said:</p>

<ul>
<li>I find iterators in Python more concise. You can use <em>for i in something</em>, and it works with pretty much everything. Yeah, Java has gotten better since 1.5, but for example you can iterate through a string in python with this same construct.</li>
<li>Introspection: In python you can get at runtime information about an object or a module about its symbols, methods, or even its docstrings. You can also instantiate them dynamically. Java has some of this, but usually in Java it takes half a page of code to get an instance of a class, whereas in Python it is about 3 lines. And as far as I know the docstrings thing is not available in Java</li>
</ul>
"
51523,5026,2008-09-09T10:21:03Z,51520,424,"<pre><code>&gt;&gt;&gt; import os
&gt;&gt;&gt; os.path.abspath(""mydir/myfile.txt"")
</code></pre>
"
51531,5026,2008-09-09T10:24:46Z,51502,3,"<p>Perhaps the best thing would be to turn on ""show whitespace"" in your editor.  Then you would have a visual indication of how far in each line is tabbed (usually a bunch of dots), and it will be more apparent when that changes.</p>
"
51539,4702,2008-09-09T10:28:26Z,51520,32,"<pre><code>&gt;&gt;&gt; import os
&gt;&gt;&gt; os.path.abspath('mydir/myfile.txt')
'C:\\example\\cwd\\mydir\\myfile.txt'
&gt;&gt;&gt;
</code></pre>
"
51550,4279,2008-09-09T10:32:54Z,51233,54,"<p>Here's a simplified version of <a href=""http://stackoverflow.com/a/51242/4279"">@Vinko Vrsalovic's answer</a>:</p>

<pre><code>import urllib2
from BeautifulSoup import BeautifulSoup

soup = BeautifulSoup(urllib2.urlopen(""https://www.google.com""))
print soup.title.string
</code></pre>

<p>NOTE:</p>

<ul>
<li><p><em>soup.title</em> finds the first <em>title</em> element <strong>anywhere</strong> in the html document</p></li>
<li><p><em>title.string</em> assumes it has only <strong>one</strong> child node, and that child node is a <strong>string</strong></p></li>
</ul>

<p>For <a href=""http://www.crummy.com/software/BeautifulSoup/bs4/doc/"">beautifulsoup 4.x</a>, use different import:</p>

<pre><code>from bs4 import BeautifulSoup
</code></pre>
"
51551,4702,2008-09-09T10:33:05Z,51502,15,"<p>I like to put blank lines around blocks to make control flow more obvious. For example:</p>

<pre><code>if foo:
   bar = baz

   while bar not biz:
      bar = i_am_going_to_find_you_biz_i_swear_on_my_life()

did_i_not_warn_you_biz()
my_father_is_avenged()
</code></pre>
"
51570,4977,2008-09-09T10:43:27Z,51502,7,"<p>Rather than focusing on making your existing structures more readable, you should focus on making more logical structures.  Make smaller blocks, try not to nest blocks excessively, make smaller functions, and try to think through your code flow more.</p>

<p>If you come to a point where you can't quickly determine the structure of your code, you should probably consider refactoring and adding some comments.  Code flow should always be immediately apparent -- the more you have to think about it, the less maintainable your code becomes.</p>
"
51663,893,2008-09-09T11:40:26Z,51658,1,"<p>The <a href=""https://docs.python.org/2.7/library/os.html"" rel=""nofollow"">os.statvfs()</a> function is a better way to get that information for Unix-like platforms (including OS X). The Python documentation says ""Availability: Unix"" but it's worth checking whether it works on Windows too in your build of Python (ie. the docs might not be up to date).</p>

<p>Otherwise, you can use the <a href=""http://sourceforge.net/projects/pywin32/"" rel=""nofollow"">pywin32</a> library to directly call the <a href=""http://msdn.microsoft.com/en-us/library/aa364937(VS.85).aspx"" rel=""nofollow"">GetDiskFreeSpaceEx</a> function.</p>
"
51668,3631,2008-09-09T11:43:10Z,51553,0,"<p>I don't think that your results are all that surprising -- if anything it is that Postgres is so fast.</p>

<p>Does the Postgres query run faster a second time once it has had a chance to cache the data?  To be a little fairer your test for Java and Python should cover the cost of acquiring the data in the first place (ideally loading it off disk).</p>

<p>If this performance level is a problem for your application in practice but you need a RDBMS for other reasons then you could look at <a href=""http://www.danga.com/memcached/"" rel=""nofollow"">memcached</a>.  You would then have faster cached access to raw data and could do the calculations in code.</p>
"
51675,4111,2008-09-09T11:47:20Z,51658,0,"<p>I Don't know of any cross-platform way to achieve this, but maybe a good workaround for you would be to write a wrapper class that checks the operating system and uses the best method for each.</p>

<p>For Windows, there's the <a href=""http://aspn.activestate.com/ASPN/docs/ActivePython/2.2/PyWin32/win32api__GetDiskFreeSpaceEx_meth.html"" rel=""nofollow"">GetDiskFreeSpaceEx</a> method in the win32 extensions.</p>
"
51745,2077,2008-09-09T12:31:26Z,51553,13,"<p>I would say your test scheme is not really useful. To fulfill the db query, the db server goes through several steps:</p>

<ol>
<li>parse the SQL</li>
<li>work up a query plan, i. e. decide on which indices to use (if any), optimize etc.</li>
<li>if an index is used, search it for the pointers to the actual data, then go to the appropriate location in the data or</li>
<li>if no index is used, scan <i>the whole table</i> to determine which rows are needed</li>
<li>load the data from disk into a temporary location (hopefully, but not necessarily, memory)</li>
<li>perform the count() and avg() calculations</li>
</ol>

<p>So, creating an array in Python and getting the average basically skips all these steps save the last one. As disk I/O is among the most expensive operations a program has to perform, this is a major flaw in the test (see also the answers to <a href=""http://stackoverflow.com/questions/26021/how-is-data-compression-more-effective-than-indexing-for-search-performance"">this question</a> I asked here before). Even if you read the data from disk in your other test, the process is completely different and it's hard to tell how relevant the results are.</p>

<p>To obtain more information about where Postgres spends its time, I would suggest the following tests:</p>

<ul>
<li>Compare the execution time of your query to a SELECT without the aggregating functions (i. e. cut step 5)</li>
<li>If you find that the aggregation leads to a significant slowdown, try if Python does it faster, obtaining the raw data through the plain SELECT from the comparison.</li>
</ul>

<p>To speed up your query, reduce disk access first. I doubt very much that it's the aggregation that takes the time.</p>

<p>There's several ways to do that:</p>

<ul>
<li>Cache data (in memory!) for subsequent access, either via the db engine's own capabilities or with tools like memcached</li>
<li>Reduce the size of your stored data</li>
<li>Optimize the use of indices. Sometimes this can mean to skip index use altogether (after all, it's disk access, too). For MySQL, I seem to remember that it's recommended to skip indices if you assume that the query fetches more than 10% of all the data in the table.</li>
<li>If your query makes good use of indices, I know that for MySQL databases it helps to put indices and data on separate physical disks. However, I don't know whether that's applicable for Postgres.</li>
<li>There also might be more sophisticated problems such as swapping rows to disk if for some reason the result set can't be completely processed in memory. But I would leave that kind of research until I run into serious performance problems that I can't find another way to fix, as it requires knowledge about a lot of little under-the-hood details in your process.</li>
</ul>

<p><b>Update:</b></p>

<p><i>I just realized that you seem to have no use for indices for the above query and most likely aren't using any, too, so my advice on indices probably wasn't helpful. Sorry. Still, I'd say that the aggregation is not the problem but disk access is. I'll leave the index stuff in, anyway, it might still have some use.</i></p>
"
51817,533,2008-09-09T13:04:15Z,51553,0,"<p>One other thing that an RDBMS generally does for you is to provide concurrency by protecting you from simultaneous access by another process.  This is done by placing locks, and there's some overhead from that.</p>

<p>If you're dealing with entirely static data that never changes, and especially if you're in a basically ""single user"" scenario, then using a relational database doesn't necessarily gain you much benefit.</p>
"
51933,5357,2008-09-09T13:50:18Z,51553,3,"<p>Those are very detailed answers, but they mostly beg the question, how do I get these benefits without leaving Postgres given that the data easily fits into memory, requires concurrent reads but no writes and is queried with the same query over and over again.</p>

<p>Is it possible to precompile the query and optimization plan? I would have thought the stored procedure would do this, but it doesn't really help.</p>

<p>To avoid disk access it's necessary to cache the whole table in memory, can I force Postgres to do that?  I think it's already doing this though, since the query executes in just 200 ms after repeated runs.</p>

<p>Can I tell Postgres that the table is read only, so it can optimize any locking code?</p>

<p>I think it's possible to estimate the query construction costs with an empty table (timings range from 20-60 ms) </p>

<p>I still can't see why the Java/Python tests are invalid.  Postgres just isn't doing that much more work (though I still haven't addressed the concurrency aspect, just the caching and query construction)</p>

<p>UPDATE: 
I don't think it's fair to compare the SELECTS as suggested by pulling 350,000 through the driver and serialization steps into Python to run the aggregation, nor even to omit the aggregation as the overhead in formatting and displaying is hard to separate from the timing.  If both engines are operating on in memory data, it should be an apples to apples comparison, I'm not sure how to guarantee that's already happening though.</p>

<p>I can't figure out how to add comments, maybe i don't have enough reputation?</p>
"
51976,4918,2008-09-09T14:10:06Z,51553,0,"<p>You need to increase postgres' caches to the point where the whole working set fits into memory before you can expect to see perfomance comparable to doing it in-memory with a program.</p>
"
52006,3839,2008-09-09T14:26:28Z,51553,8,"<p>Postgres is doing a lot more than it looks like (maintaining data consistency for a start!)</p>

<p>If the values don't have to be 100% spot on, or if the table is updated rarely, but you are running this calculation often, you might want to look into Materialized Views to speed it up.</p>

<p>(Note, I have not used materialized views in Postgres, they look at little hacky, but might suite your situation).</p>

<p><a href=""http://jonathangardner.net/tech/w/PostgreSQL/Materialized_Views"">Materialized Views</a></p>

<p>Also consider the overhead of actually connecting to the server and the round trip required to send the request to the server and back.</p>

<p>I'd consider 200ms for something like this to be pretty good, A quick test on my oracle server, the same table structure with about 500k rows and no indexes, takes about 1 - 1.5 seconds, which is almost all just oracle sucking the data off disk.</p>

<p>The real question is, is 200ms fast enough?</p>

<p>-------------- More --------------------</p>

<p>I was interested in solving this using materialized views, since I've never really played with them. This is in oracle.</p>

<p>First I created a MV which refreshes every minute.</p>

<pre><code>create materialized view mv_so_x 
build immediate 
refresh complete 
START WITH SYSDATE NEXT SYSDATE + 1/24/60
 as select count(*),avg(a),avg(b),avg(c),avg(d) from so_x;
</code></pre>

<p>While its refreshing, there is no rows returned</p>

<pre><code>SQL&gt; select * from mv_so_x;

no rows selected

Elapsed: 00:00:00.00
</code></pre>

<p>Once it refreshes, its MUCH faster than doing the raw query</p>

<pre><code>SQL&gt; select count(*),avg(a),avg(b),avg(c),avg(d) from so_x;

  COUNT(*)     AVG(A)     AVG(B)     AVG(C)     AVG(D)
---------- ---------- ---------- ---------- ----------
   1899459 7495.38839 22.2905454 5.00276131 2.13432836

Elapsed: 00:00:05.74
SQL&gt; select * from mv_so_x;

  COUNT(*)     AVG(A)     AVG(B)     AVG(C)     AVG(D)
---------- ---------- ---------- ---------- ----------
   1899459 7495.38839 22.2905454 5.00276131 2.13432836

Elapsed: 00:00:00.00
SQL&gt;
</code></pre>

<p>If we insert into the base table, the result is not immediately viewable view the MV.</p>

<pre><code>SQL&gt; insert into so_x values (1,2,3,4,5);

1 row created.

Elapsed: 00:00:00.00
SQL&gt; commit;

Commit complete.

Elapsed: 00:00:00.00
SQL&gt; select * from mv_so_x;

  COUNT(*)     AVG(A)     AVG(B)     AVG(C)     AVG(D)
---------- ---------- ---------- ---------- ----------
   1899459 7495.38839 22.2905454 5.00276131 2.13432836

Elapsed: 00:00:00.00
SQL&gt;
</code></pre>

<p>But wait a minute or so, and the MV will update behind the scenes, and the result is returned fast as you could want.</p>

<pre><code>SQL&gt; /

  COUNT(*)     AVG(A)     AVG(B)     AVG(C)     AVG(D)
---------- ---------- ---------- ---------- ----------
   1899460 7495.35823 22.2905352 5.00276078 2.17647059

Elapsed: 00:00:00.00
SQL&gt;
</code></pre>

<p>This isn't ideal. for a start, its not realtime, inserts/updates will not be immediately visible. Also, you've got a query running to update the MV whether you need it or not (this can be tune to whatever time frame, or on demand). But, this does show how much faster an MV can make it seem to the end user, if you can live with values which aren't quite upto the second accurate.</p>
"
52090,2600,2008-09-09T14:58:52Z,51502,23,"<p>Part of learning a new programming language is learning to read code in that language.  A crutch like this may make it easier to read your own code, but it's going to impede the process of learning how to read anyone else's Python code.  I really think you'd be better off getting rid of the end of block comments and getting used to normal Python.</p>
"
52111,5434,2008-09-09T15:09:04Z,51502,-1,"<p>I would look in to understanding more details about Python syntax. Often times if a piece of code looks odd, there usually is a better way to write it. For example, in the above example:</p>

<pre><code>bar = foo if baz else None
while bar not biz:
    bar = i_am_going_to_find_you_biz_i_swear_on_my_life()

did_i_not_warn_you_biz()
my_father_is_avenged()
</code></pre>

<p>While it is a small change, it might help the readability. Also, in all honesty, I've never used a while loop, so there is a good change you would end up with a nice concise list comprehension or for loop instead. ;)</p>
"
52136,5434,2008-09-09T15:18:50Z,47801,1,"<p>I don't think AuthKit is actively maintained anymore. It does use the Paste (<a href=""http://pythonpaste.org"" rel=""nofollow"">http://pythonpaste.org</a>) libs though for things like HTTP Basic/Digest authentication. I would probably go ahead and take a look at the source for some inspiration and then use the Paste tools if you want to use HTTP authentication. </p>

<p>There is also OpenID which is very easy to setup. The python-openid libs have an excellent example that is easy to translate to WSGI for wrapping a Pylons app. You can look at an example:</p>

<p><a href=""http://ionrock.org/hg/brightcontent-main/file/d87b7dcc606c/brightcontent/plugins/openidauth.py"" rel=""nofollow"">http://ionrock.org/hg/brightcontent-main/file/d87b7dcc606c/brightcontent/plugins/openidauth.py</a></p>
"
52179,5357,2008-09-09T15:34:19Z,51553,0,"<p>Thanks for the Oracle timings, that's the kind of stuff I'm looking for (disappointing though :-)</p>

<p>Materialized views are probably worth considering as I think I can precompute the most interesting forms of this query for most users.</p>

<p>I don't think query round trip time should be very high as i'm running the the queries on the same machine that runs Postgres, so it can't add much latency?</p>

<p>I've also done some checking into the cache sizes, and it seems Postgres relies on the OS to handle caching, they specifically mention BSD as the ideal OS for this, so I thinking Mac OS ought to be pretty smart about bringing the table into memory.  Unless someone has more specific params in mind I think more specific caching is out of my control.</p>

<p>In the end I can probably put up with 200 ms response times, but knowing that 7 ms is a possible target makes me feel unsatisfied, as even 20-50 ms times would enable more users to have more up to date queries and get rid of a lots of caching and precomputed hacks.</p>

<p>I just checked the timings using MySQL 5 and they are slightly worse than Postgres.  So barring some major caching breakthroughs, I guess this is what I can expect going the relational db route.</p>

<p>I wish I could up vote some of your answers, but I don't have enough points yet.</p>
"
52191,2555,2008-09-09T15:37:18Z,23397,2,"<p>The Threading example from Eli will run the thread, but not do any of the work after that line.  </p>

<p>I'm going to look into the processing module and the subprocess module.  I think the com method I'm running needs to be in another process, not just in another thread.</p>
"
53036,4883,2008-09-09T22:19:25Z,53027,6,"<p>Yes, take a look at the ""6.4 Packages"" section in <a href=""http://docs.python.org/tut/node8.html"" rel=""nofollow"">http://docs.python.org/tut/node8.html</a>:</p>

<p>Basically, you can place a bunch of files into a directory and add an __init__.py file to the directory.  If the directory is in your PYTHONPATH or sys.path, you can do ""import directoryname"" to import everything in the directory or ""import directoryname.some_file_in_directory"" to import a specific file that is in the directory.</p>

<blockquote>
  <p>The __init__.py files are required to make Python treat the directories as containing packages; this is done to prevent directories with a common name, such as ""string"", from unintentionally hiding valid modules that occur later on the module search path. In the simplest case, __init__.py can just be an empty file, but it can also execute initialization code for the package or set the __all__ variable, described later. </p>
</blockquote>
"
53037,4279,2008-09-09T22:21:04Z,53027,8,"<ol>
<li>Put files in one folder. </li>
<li>Add &#95;&#95;init&#95;&#95;.py file to the folder. Do necessary imports in &#95;&#95;init&#95;&#95;.py</li>
<li><p>Replace multiple imports by one:</p>

<p>import folder_name  </p></li>
</ol>

<p>See <a href=""http://docs.python.org/tut/node8.html#SECTION008400000000000000000"" rel=""nofollow"">Python Package Management</a></p>
"
53170,4279,2008-09-09T23:48:07Z,51658,-2,"<p>You can use <a href=""http://man.he.net/?section=all&amp;topic=df"" rel=""nofollow"">df</a> as a cross-platform way. It is a part of <a href=""http://www.gnu.org/software/coreutils/"" rel=""nofollow"">GNU core utilities</a>. These are the core utilities which are expected to exist on every operating system. However, they are not installed on Windows by default (Here, <a href=""http://getgnuwin32.sourceforge.net/"" rel=""nofollow"">GetGnuWin32</a> comes in handy).</p>

<p><em>df</em> is a command-line utility, therefore a wrapper required for scripting purposes.
For example: </p>

<pre><code>from subprocess import PIPE, Popen

def free_volume(filename):
    """"""Find amount of disk space available to the current user (in bytes) 
       on the file system containing filename.""""""
    stats = Popen([""df"", ""-Pk"", filename], stdout=PIPE).communicate()[0]
    return int(stats.splitlines()[1].split()[3]) * 1024
</code></pre>
"
53173,1666,2008-09-09T23:48:30Z,53162,12,"<p>Put a <code>\</code> at the end of your line or enclose the statement in parens <code>( .. )</code>. From <a href=""http://www.ibm.com/developerworks/opensource/library/os-python5/"">IBM</a>:</p>

<pre><code>b = ((i1 &lt; 20) and
     (i2 &lt; 30) and
     (i3 &lt; 40))
</code></pre>

<p>or</p>

<pre><code>b = (i1 &lt; 20) and \
    (i2 &lt; 30) and \
    (i3 &lt; 40)
</code></pre>
"
53180,1057,2008-09-09T23:52:05Z,53162,615,"<p>What is the line?  You can just have arguments on the next line without any problems:</p>

<pre><code>a = dostuff(blahblah1, blahblah2, blahblah3, blahblah4, blahblah5, 
            blahblah6, blahblah7)
</code></pre>

<p>Otherwise you can do something like this:</p>

<pre><code>if a == True and \
   b == False
</code></pre>

<p>Check the <a href=""http://www.python.org/dev/peps/pep-0008/"">style guide</a> for more information.</p>

<p>From your example line:</p>

<pre><code>a = '1' + '2' + '3' + \
    '4' + '5'
</code></pre>

<p>Or:</p>

<pre><code>a = ('1' + '2' + '3' +
    '4' + '5')
</code></pre>

<p>Note that the style guide says that using the implicit continuation with parentheses is preferred, but in this particular case just adding parentheses around your expression is probably the wrong way to go.</p>
"
53182,3920,2008-09-09T23:53:17Z,53162,9,"<blockquote>
  <p>From the horse's mouth: <a href=""http://docs.python.org/ref/explicit-joining.html"">Explicit line
  joining </a></p>
  
  <p>Two or more physical lines may be
  joined into logical lines using
  backslash characters (<code>\</code>), as follows:
  when a physical line ends in a
  backslash that is not part of a string
  literal or comment, it is joined with
  the following forming a single logical
  line, deleting the backslash and the
  following end-of-line character. For
  example:</p>

<pre><code>if 1900 &lt; year &lt; 2100 and 1 &lt;= month &lt;= 12 \
   and 1 &lt;= day &lt;= 31 and 0 &lt;= hour &lt; 24 \
   and 0 &lt;= minute &lt; 60 and 0 &lt;= second &lt; 60:   # Looks like a valid date
        return 1
</code></pre>
  
  <p>A line ending in a backslash cannot
  carry a comment. A backslash does not
  continue a comment. A backslash does
  not continue a token except for string
  literals (i.e., tokens other than
  string literals cannot be split across
  physical lines using a backslash). A
  backslash is illegal elsewhere on a
  line outside a string literal. </p>
</blockquote>
"
